ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.4281
PEK,Beijing Capital International Airport,40.0801,116.585
DXB,Dubai International Airport,25.2528,55.3644
LAX,Los Angeles International Airport,33.9425,-118.408
ORD,Chicago O'Hare International Airport,41.9786,-87.9048
LHR,London Heathrow Airport,51.4706,-0.4619
HND,Tokyo Haneda International Airport,35.5523,139.78
HKG,Hong Kong International Airport,22.3089,113.915
CDG,Charles de Gaulle International Airport,49.0128,2.55
AMS,Amsterdam Airport Schiphol,52.3086,4.7639
DFW,Dallas Fort Worth International Airport,32.8968,-97.038
CAN,Guangzhou Baiyun International Airport,23.3924,113.299
FRA,Frankfurt am Main Airport,50.0333,8.5706
IST,Istanbul Airport,41.2753,28.7519
DEL,Indira Gandhi International Airport,28.5665,77.1031
CGK,Soekarno-Hatta International Airport,-6.1256,106.656
SIN,Singapore Changi Airport,1.3502,103.994
DEN,Denver International Airport,39.8617,-104.673
BKK,Suvarnabhumi Airport,13.6811,100.747
JFK,John F Kennedy International Airport,40.6398,-73.7789
KUL,Kuala Lumpur International Airport,2.7456,101.71
SFO,San Francisco International Airport,37.619,-122.375
MAD,Adolfo Suárez Madrid–Barajas Airport,40.4719,-3.5626
CTU,Chengdu Shuangliu International Airport,30.5785,103.947
LAS,McCarran International Airport,36.0801,-115.152
BCN,Barcelona International Airport,41.2971,2.0785
BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679
YYZ,Lester B. Pearson International Airport,43.6772,-79.6306
SEA,Seattle Tacoma International Airport,47.449,-122.309
CLT,Charlotte Douglas International Airport,35.214,-80.9431
LGW,London Gatwick Airport,51.1481,-0.1903
SZX,Shenzhen Bao'an International Airport,22.6393,113.811
TPE,Taiwan Taoyuan International Airport,25.0777,121.233
MEX,Licenciado Benito Juarez International Airport,19.4363,-99.0721
KMG,Kunming Changshui International Airport,25.1019,102.9292
MUC,Munich Airport,48.3538,11.7861
MCO,Orlando International Airport,28.4294,-81.309
MIA,Miami International Airport,25.7932,-80.2906
PHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
SYD,Sydney Kingsford Smith International Airport,-33.9461,151.177
EWR,Newark Liberty International Airport,40.6925,-74.1687
MNL,Ninoy Aquino International Airport,14.5086,121.02
SHA,Shanghai Hongqiao International Airport,31.1979,121.336
XIY,Xi'an Xianyang International Airport,34.4471,108.752
FCO,Leonardo da Vinci–Fiumicino Airport,41.8003,12.2389
IAH,George Bush Intercontinental Houston Airport,29.9844,-95.3414
NRT,Narita International Airport,35.7647,140.386
SVO,Sheremetyevo International Airport,55.9726,37.4146
CKG,Chongqing Jiangbei International Airport,29.7192,106.642
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.2218
GRU,Guarulhos - Governador André Franco Montoro International Airport,-23.4356,-46.4731
BOS,General Edward Lawrence Logan International Airport,42.3643,-71.0052
SGN,Tan Son Nhat International Airport,10.8188,106.652
DOH,Hamad International Airport,25.2731,51.6081
HGH,Hangzhou Xiaoshan International Airport,30.2295,120.434
DTW,Detroit Metropolitan Wayne County Airport,42.2124,-83.3534
JED,King Abdulaziz International Airport,21.6796,39.1565
MEL,Melbourne International Airport,-37.6733,144.843
FLL,Fort Lauderdale Hollywood International Airport,26.0726,-80.1527
ORL,Orlando Executive Airport,28.5455,-81.3329
BOG,El Dorado International Airport,4.7016,-74.1469
CJU,Jeju International Airport,33.5113,126.493
LGA,La Guardia Airport,40.7772,-73.8726
PHL,Philadelphia International Airport,39.8719,-75.2411
DUB,Dublin Airport,53.4213,-6.2701
ZRH,Zürich Airport,47.4647,8.5492
CPH,Copenhagen Kastrup Airport,55.6179,12.656
PMI,Palma De Mallorca Airport,39.5517,2.7388
MAN,Manchester Airport,53.3537,-2.275
OSL,Oslo Lufthavn,60.121,11.0502
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.1359
ARN,Stockholm-Arlanda Airport,59.6519,17.9186
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.6683
AYT,Antalya International Airport,36.8987,30.8005
STN,London Stansted Airport,51.885,0.235
NKG,Nanjing Lukou Airport,31.742,118.862
GMP,Gimpo International Airport,37.5583,126.791
BLR,Kempegowda International Airport,13.1979,77.7063
RUH,King Khaled International Airport,24.9576,46.6988
BRU,Brussels Airport,50.9014,4.4844
DUS,Düsseldorf Airport,51.2895,6.7668
XMN,Xiamen Gaoqi International Airport,24.544,118.128
VIE,Vienna International Airport,48.1103,16.5697
CGO,Zhengzhou Xinzheng International Airport,34.5197,113.841
SLC,Salt Lake City International Airport,40.7884,-111.978
YVR,Vancouver International Airport,49.1939,-123.184
DCA,Ronald Reagan Washington National Airport,38.8521,-77.0377
CSX,Changsha Huanghua International Airport,28.1892,113.22
AUH,Abu Dhabi International Airport,24.433,54.6511
CUN,Cancún International Airport,21.0365,-86.8771
FUK,Fukuoka Airport,33.5859,130.451
TAO,Liuting Airport,36.2661,120.374
BNE,Brisbane International Airport,-27.3842,153.117
WUH,Wuhan Tianhe International Airport,30.7838,114.208
HAN,Noi Bai International Airport,21.2212,105.807
CTS,New Chitose Airport,42.7752,141.692
IAD,Washington Dulles International Airport,38.9445,-77.4558
DPS,Ngurah Rai (Bali) International Airport,-8.7482,115.167
MDW,Chicago Midway International Airport,41.786,-87.7524
SCL,Comodoro Arturo Merino Benítez International Airport,-33.393,-70.7858
SAN,San Diego International Airport,32.7336,-117.19
MXP,Malpensa International Airport,45.6306,8.7281
LIM,Jorge Chávez International Airport,-12.0219,-77.1143
SUB,Juanda International Airport,-7.3798,112.787
CGH,Congonhas Airport,-23.6261,-46.6564
URC,Ürümqi Diwopu International Airport,43.9071,87.4742
JNB,OR Tambo International Airport,-26.1392,28.246
TLV,Ben Gurion International Airport,32.0114,34.8867
TSN,Tianjin Binhai International Airport,39.1244,117.346
OKA,Naha Airport,26.1958,127.646
TXL,Berlin-Tegel Airport,52.5597,13.2877
CCU,Netaji Subhash Chandra Bose International Airport,22.6547,88.4467
HNL,Daniel K Inouye International Airport,21.3206,-157.9242
TPA,Tampa International Airport,27.9755,-82.5332
MAA,Chennai International Airport,12.99,80.1693
PDX,Portland International Airport,45.5887,-122.598
AKL,Auckland International Airport,-37.0081,174.792
HEL,Helsinki Vantaa Airport,60.3172,24.9633
HRB,Taiping Airport,45.6234,126.25
AGP,Málaga Airport,36.6749,-4.4991
YUL,Montreal / Pierre Elliott Trudeau International Airport,45.4706,-73.7408
VKO,Vnukovo International Airport,55.5915,37.2615
HAM,Hamburg Airport,53.6304,9.9882
DLC,Zhoushuizi Airport,38.9657,121.539
THR,Mehrabad International Airport,35.6892,51.3134
GVA,Geneva Cointrin International Airport,46.2381,6.109
HYD,Rajiv Gandhi International Airport,17.2313,78.4299
BSB,Presidente Juscelino Kubistschek International Airport,-15.8692,-47.9208
HKT,Phuket International Airport,8.1132,98.3169
PUS,Gimhae International Airport,35.1795,128.938
YYC,Calgary International Airport,51.1139,-114.02
GIG,Rio Galeão – Tom Jobim International Airport,-22.81,-43.2506
LED,Pulkovo Airport,59.8003,30.2625
ESB,Esenboğa International Airport,40.1281,32.9951
LTN,London Luton Airport,51.8747,-0.3683
WAW,Warsaw Chopin Airport,52.1657,20.9671
PTY,Tocumen International Airport,9.0714,-79.3835
DAL,Dallas Love Field,32.8471,-96.8518
PRG,Václav Havel Airport Prague,50.1008,14.26
STL,St Louis Lambert International Airport,38.7487,-90.37
ITM,Osaka International Airport,34.7855,135.438
BNA,Nashville International Airport,36.1245,-86.6782
NNG,Nanning Wuxu Airport,22.6083,108.172
AUS,Austin Bergstrom International Airport,30.1945,-97.6699
AEP,Jorge Newbery Airpark,-34.5592,-58.4156
PER,Perth International Airport,-31.9403,115.967
ALC,Alicante International Airport,38.2822,-0.5582
HOU,William P Hobby Airport,29.6454,-95.2789
EDI,Edinburgh Airport,55.95,-3.3725
NCE,Nice-Côte d'Azur Airport,43.6584,7.2159
BUD,Budapest Liszt Ferenc International Airport,47.4298,19.2611
LPA,Gran Canaria Airport,27.9319,-15.3866
OAK,Metropolitan Oakland International Airport,37.7213,-122.221
BHX,Birmingham International Airport,52.4539,-1.748
TYN,Taiyuan Wusu Airport,37.7469,112.628
SXF,Berlin-Schönefeld Airport,52.38,13.5225
ADB,Adnan Menderes International Airport,38.2924,27.157
LHW,Lanzhou Zhongchuan Airport,36.5152,103.62
GDL,Don Miguel Hidalgo Y Costilla International Airport,20.5218,-103.311
OTP,Henri Coandă International Airport,44.5711,26.085
SJC,Norman Y. Mineta San Jose International Airport,37.3626,-121.929
FOC,Fuzhou Changle International Airport,25.9351,119.663
CGN,Cologne Bonn Airport,50.8659,7.1427
BGY,Il Caravaggio International Airport,45.6739,9.7042
MSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258
UPG,Hasanuddin International Airport,-5.0616,119.554
RDU,Raleigh Durham International Airport,35.8776,-78.7875
MCI,Kansas City International Airport,39.2976,-94.7139
SHJ,Sharjah International Airport,25.3286,55.5172
TFS,Tenerife South Airport,28.0445,-16.5725
KHN,Nanchang Changbei International Airport,28.865,115.9
CAI,Cairo International Airport,30.1219,31.4056
STR,Stuttgart Airport,48.6899,9.222
SMF,Sacramento International Airport,38.6954,-121.591
DAD,Da Nang International Airport,16.0439,108.199
OPO,Francisco de Sá Carneiro Airport,41.2481,-8.6814
CPT,Cape Town International Airport,-33.9648,18.6017
KBP,Boryspil International Airport,50.345,30.8947
SNA,John Wayne Airport-Orange County Airport,33.6757,-117.868
VCE,Venice Marco Polo Airport,45.5053,12.3519
LYS,Lyon Saint-Exupéry Airport,45.7256,5.0811
NGO,Chubu Centrair International Airport,34.8584,136.805
CNF,Tancredo Neves International Airport,-19.6244,-43.9719
CEB,Mactan Cebu International Airport,10.3075,123.979
GLA,Glasgow International Airport,55.8719,-4.4331
MTY,General Mariano Escobedo International Airport,25.7785,-100.107
HFE,Hefei Luogang International Airport,31.78,117.298
LIN,Milano Linate Airport,45.4451,9.2767
NGB,Ningbo Lishe International Airport,29.8267,121.462
CMN,Mohammed V International Airport,33.3675,-7.59
VCP,Viracopos International Airport,-23.0074,-47.1345
TLS,Toulouse-Blagnac Airport,43.6291,1.3638
SDU,Santos Dumont Airport,-22.9105,-43.1631
CLE,Cleveland Hopkins International Airport,41.4117,-81.8498
CTA,Catania-Fontanarossa Airport,37.4668,15.0664
SAT,San Antonio International Airport,29.5337,-98.4698
MRS,Marseille Provence Airport,43.4393,5.2214
PIT,Pittsburgh International Airport,40.4915,-80.2329
ADD,Addis Ababa Bole International Airport,8.9779,38.7993
RSW,Southwest Florida International Airport,26.5362,-81.7552
IND,Indianapolis International Airport,39.7173,-86.2944
FAO,Faro Airport,37.0144,-7.9659
JOG,Adi Sutjipto International Airport,-7.7882,110.432
KEF,Keflavik International Airport,63.985,-22.6056
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887
NAP,Naples International Airport,40.886,14.2908
BRS,Bristol Airport,51.3827,-2.7191
ADL,Adelaide International Airport,-34.945,138.531
POA,Salgado Filho Airport,-29.9944,-51.1714
BKI,Kota Kinabalu International Airport,5.9372,116.051
HLP,Halim Perdanakusuma International Airport,-6.2666,106.891
IBZ,Ibiza Airport,38.8729,1.3731
KWL,Guilin Liangjiang International Airport,25.2181,110.039
CVG,Cincinnati Northern Kentucky International Airport,39.0488,-84.6678
PNQ,Pune Airport,18.5821,73.9197
YEG,Edmonton International Airport,53.3097,-113.58
REC,Guararapes - Gilberto Freyre International Airport,-8.1265,-34.9236
SSA,Deputado Luiz Eduardo Magalhães International Airport,-12.9086,-38.3225
CRL,Brussels South Charleroi Airport,50.4592,4.4538
BPN,Sultan Aji Muhamad Sulaiman Airport,-1.2683,116.894
ALG,Houari Boumediene Airport,36.691,3.2154
CMH,John Glenn Columbus International Airport,39.998,-82.8919
HER,Heraklion International Nikos Kazantzakis Airport,35.3397,25.1803
AMD,Sardar Vallabhbhai Patel International Airport,23.0772,72.6347
ACE,Lanzarote Airport,28.9455,-13.6052
PEN,Penang International Airport,5.2971,100.277
TIJ,General Abelardo L. Rodríguez International Airport,32.5411,-116.97
GOI,Dabolim Airport,15.3808,73.8314
GOT,Gothenburg-Landvetter Airport,57.6628,12.2798
VLC,Valencia Airport,39.4893,-0.4816
CWB,Afonso Pena Airport,-25.5285,-49.1758
CHC,Christchurch International Airport,-43.4894,172.532
YNT,Yantai Laishan Airport,37.4017,121.372
SOF,Sofia Airport,42.6967,23.4114
KHH,Kaohsiung International Airport,22.5771,120.35
OOL,Gold Coast Airport,-28.1644,153.505
BDL,Bradley International Airport,41.9389,-72.6832
SKG,Thessaloniki Macedonia International Airport,40.5197,22.9709
LOS,Murtala Muhammed International Airport,6.5774,3.3212
BTH,Hang Nadim International Airport,1.121,104.119
PBI,Palm Beach International Airport,26.6832,-80.0956
MED,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.7051
BOD,Bordeaux-Mérignac Airport,44.8283,-0.7156
TSA,Taipei Songshan Airport,25.0694,121.552
BGO,Bergen Airport Flesland,60.2934,5.2181
FUE,Fuerteventura Airport,28.4527,-13.8638
WLG,Wellington International Airport,-41.3272,174.805
MLA,Malta International Airport,35.8575,14.4775
FOR,Pinto Martins International Airport,-3.7763,-38.5326
RGN,Yangon International Airport,16.9073,96.1332
CIA,Ciampino–G. B. Pastine International Airport,41.7994,12.5949
HAJ,Hannover Airport,52.4611,9.6851
BFS,Belfast International Airport,54.6575,-6.2158
KRK,Kraków John Paul II International Airport,50.0777,19.7848
PMO,Falcone–Borsellino Airport,38.176,13.091
HAV,José Martí International Airport,22.9892,-82.4091
AER,Sochi International Airport,43.4499,39.9566
TUN,Tunis Carthage International Airport,36.851,10.2272
PLM,Sultan Mahmud Badaruddin II Airport,-2.8983,104.7
EIN,Eindhoven Airport,51.4501,5.3745
ADA,Adana Airport,36.9822,35.2804
JAX,Jacksonville International Airport,30.4941,-81.6879
DUR,King Shaka International Airport,-29.6144,31.1197
NTE,Nantes Atlantique Airport,47.1532,-1.6107
SVX,Koltsovo Airport,56.7431,60.8027
NCL,Newcastle Airport,55.0375,-1.6917
BEG,Belgrade Nikola Tesla Airport,44.8184,20.3091
RHO,Diagoras Airport,36.4054,28.0862
PSA,Pisa International Airport,43.6839,10.3927
KOJ,Kagoshima Airport,31.8034,130.719
SIP,Simferopol International Airport,45.0522,33.9751
SVQ,Sevilla Airport,37.418,-5.8931
KCH,Kuching International Airport,1.4847,110.347
BIO,Bilbao Airport,43.3011,-2.9106
ANC,Ted Stevens Anchorage International Airport,61.1744,-149.996
ABQ,Albuquerque International Sunport,35.0402,-106.609
LPL,Liverpool John Lennon Airport,53.3336,-2.8497
CNS,Cairns International Airport,-16.8858,145.755
EMA,East Midlands Airport,52.8311,-1.3281
SWA,Jieyang Chaoshan International Airport,23.552,116.5033
YOW,Ottawa Macdonald-Cartier International Airport,45.3225,-75.6692
BUF,Buffalo Niagara International Airport,42.9405,-78.7322
TFN,Tenerife Norte Airport,28.4827,-16.3415
BRI,Bari Karol Wojtyła Airport,41.1389,16.7606
OMA,Eppley Airfield,41.3032,-95.8941
GDN,Gdańsk Lech Wałęsa Airport,54.3776,18.4662
LCY,London City Airport,51.5053,0.0553
PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,0.4608,101.445
TRD,Trondheim Airport Værnes,63.4578,10.924
DLM,Dalaman International Airport,36.7131,28.7925
SJO,Juan Santamaria International Airport,9.9939,-84.2088
HDY,Hat Yai International Airport,6.9332,100.393
RAK,Menara Airport,31.6069,-8.0363
JAI,Jaipur International Airport,26.8242,75.8122
YWG,Winnipeg / James Armstrong Richardson International Airport,49.91,-97.2399
LKO,Chaudhary Charan Singh International Airport,26.7606,80.8893
SRG,Achmad Yani Airport,-6.9727,110.375
ONT,Ontario International Airport,34.056,-117.601
NUE,Nuremberg Airport,49.4987,11.0781
SVG,Stavanger Airport Sola,58.8767,5.6378
MUN,Maturín Airport,9.7545,-63.1474
CAG,Cagliari Elmas Airport,39.2515,9.0543
MSQ,Minsk National Airport,53.8825,28.0307
YHZ,Halifax / Stanfield International Airport,44.8808,-63.5086
LBA,Leeds Bradford Airport,53.8659,-1.6606
HRG,Hurghada International Airport,27.1783,33.7994
TRV,Trivandrum International Airport,8.4821,76.9201
PVD,Theodore Francis Green State Airport,41.7326,-71.4204
PDG,Minangkabau International Airport,-0.7869,100.281
KTW,Katowice International Airport,50.4743,19.08
FLN,Hercílio Luz International Airport,-27.6703,-48.5525
MIR,Monastir Habib Bourguiba International Airport,35.7581,10.7547
BDO,Husein Sastranegara International Airport,-6.9006,107.576
MDC,Sam Ratulangi Airport,1.5493,124.926
BDJ,Syamsudin Noor Airport,-3.4424,114.763
MRU,Sir Seewoosagur Ramgoolam International Airport,-20.4302,57.6836
TAE,Daegu Airport,35.8969,128.6553
SYZ,Shiraz Shahid Dastghaib International Airport,29.5392,52.5898
KRR,Krasnodar Pashkovsky International Airport,45.0347,39.1705
ABV,Nnamdi Azikiwe International Airport,9.0068,7.2632
PNK,Supadio Airport,-0.1507,109.404
MAH,Menorca Airport,39.8626,4.2186
TZX,Trabzon International Airport,40.9951,39.7897
MKE,General Mitchell International Airport,42.9472,-87.8966
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,-1.3793,-48.4763
KMJ,Kumamoto Airport,32.8373,130.855
CUZ,Alejandro Velasco Astete International Airport,-13.5357,-71.9388
TBS,Tbilisi International Airport,41.6692,44.9547
SDJ,Sendai Airport,38.1397,140.917
JHB,Senai International Airport,1.6413,103.67
NGS,Nagasaki Airport,32.9169,129.914
ZAG,Zagreb Airport,45.7429,16.0688
KOA,Ellison Onizuka Kona International At Keahole Airport,19.7388,-156.0456
GYN,Santa Genoveva Airport,-16.632,-49.2207
VIX,Eurico de Aguiar Salles Airport,-20.2581,-40.2864
LUX,Luxembourg-Findel International Airport,49.6233,6.2044
CBR,Canberra International Airport,-35.3069,149.195
SAL,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.0557
KMI,Miyazaki Airport,31.8772,131.449
AWZ,Ahwaz Airport,31.3374,48.762
KIH,Kish International Airport,26.5262,53.9802
BBI,Biju Patnaik Airport,20.2444,85.8178
CCJ,Calicut International Airport,11.1368,75.9553
CGB,Marechal Rondon Airport,-15.6529,-56.1167
MYJ,Matsuyama Airport,33.8272,132.7
LGB,Long Beach /Daugherty Field/ Airport,33.8177,-118.152
LIH,Lihue Airport,21.976,-159.339
SPU,Split Airport,43.5389,16.298
UFA,Ufa International Airport,54.5575,55.8744
ELP,El Paso International Airport,31.8072,-106.378
YTZ,Billy Bishop Toronto City Centre Airport,43.6275,-79.3962
PAT,Lok Nayak Jayaprakash Airport,25.5913,85.088
LGK,Langkawi International Airport,6.3297,99.7287
ROV,Platov International Airport,47.4939,39.9247
COR,Ingeniero Ambrosio Taravella Airport,-31.3236,-64.208
KLO,Kalibo International Airport,11.6794,122.376
HIJ,Hiroshima Airport,34.4361,132.919
MAO,Eduardo Gomes International Airport,-3.0386,-60.0497
SCQ,Santiago de Compostela Airport,42.8963,-8.4151
KZN,Kazan International Airport,55.6062,49.2787
GUA,La Aurora Airport,14.5833,-90.5275
