Code,Airport Name,City,Country,Altitude,Lat,Long,Traffic Rank,Traffic
TKS,TOKUSHIMA,TOKUSHIMA,JAPAN,8,34.133,134.606,586,1000121
IGR,CATARATAS DEL IGUAZU,IGUAZU FALLS,ARGENTINA,280,-25.738,-54.473,587,998460
AOJ,AOMORI,AOMORI,JAPAN,203,40.734,140.691,588,992696
UUS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA,18,46.889,142.717,589,985200
IXM,MADURAI,MADURAI,INDIA,141,9.834,78.093,591,978919
DUD,DUNEDIN,DUNEDIN,NEW ZEALAND,2,-45.928,170.198,592,973089
PIE,ST PETERSBURG CLEARWATER INTERNATIONAL,ST. PETERSBURG,USA,4,27.911,-82.687,594,965000
OMS,TSENTRALNY,OMSK,RUSSIA,96,54.967,73.31,595,963600
FMO,MUNSTER OSNABRUCK,MUENSTER/OSNABRUECK,GERMANY,49,52.134,7.685,596,962348
SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,521,43.824,18.331,597,957971
EZS,ELAZIG,ELAZIG,TURKEY,893,38.607,39.291,598,955988
TGG,SULTAN MAHMUD,KUALA TERENGGANU,MALAYSIA,7,5.382,103.103,599,943660
SDR,SANTANDER,SANTANDER,SPAIN,5,43.427,-3.82,601,937641
ZNZ,ZANZIBAR,ZANZIBAR,TANZANIA,17,-6.222,39.225,602,934337
IQT,CORONEL FAP FRANCISCO SECADA VIGNETTA,IQUITOS,PERU,94,-3.785,-73.309,603,934031
MKY,MACKAY,MACKAY,AUSTRALIA,6,-21.172,149.18,604,928354
UBJ,YAMAGUCHI UBE,YAMAGUCHI,JAPAN,8,33.93,131.279,605,918238
NQN,PRESIDENTE PERON,NEUQUEN,ARGENTINA,274,-38.949,-68.156,608,907980
YKS,YAKUTSK,YAKUTSK,RUSSIA,100,62.093,129.771,610,902463
GRX,ARMILLA,GRANADA,SPAIN,701,37.133,-3.636,611,901961
GRX,GRANADA,GRANADA,SPAIN,567,37.189,-3.777,611,901961
POM,PORT MORESBY JACKSONS INTERNATIONAL,PORT MORESBY,PAPUA NEW GUINEA,45,-9.443,147.22,612,900000
IMF,IMPHAL,IMPHAL,INDIA,775,24.76,93.897,615,886338
DED,DEHRADUN,DEHRA DUN,INDIA,551,30.187,78.18,616,882564
LDB,LONDRINA,LONDRINA,BRAZIL,570,-23.334,-51.13,617,880429
BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,5,17.539,-88.308,620,867976
SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,28,15.452,-87.923,621,867747
RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,550,-21.134,-47.774,622,867544
MLG,ABDUL RACHMAN SALEH,MALANG,INDONESIA,527,-7.926,112.714,624,859000
BTU,BINTULU,BINTULU,MALAYSIA,2,3.172,113.044,626,849596
PIU,CAPITAN CONCHA,PIURA,PERU,54,-5.206,-80.616,627,849388
MCY,MAROOCHYDORE SUNSHINE COAST,MAROOCHYDORE,AUSTRALIA,5,-26.603,153.091,628,847906
MMK,MURMANSK,MURMANSK,RUSSIA,82,68.782,32.751,629,846440
KER,KERMAN,KERMAN,IRAN,1749,30.261,56.957,630,846317
IZO,IZUMO,IZUMO,JAPAN,5,35.414,132.89,632,832825
FAT,FRESNO YOSEMITE INTERNATIONAL,FRESNO,USA,103,36.776,-119.718,633,805252
AOR,SULTAN ABDUL HALIM,ALOR SETAR,MALAYSIA,5,6.194,100.403,634,802304
TST,TRANG,TRANG,THAILAND,21,7.509,99.616,635,799279
USH,USHUAIA MALVINAS ARGENTINAS,USHUAIA,ARGENTINA,32,-54.843,-68.296,636,795652
PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,89,-8.709,-63.902,637,794109
JRO,KILIMANJARO INTERNATIONAL,KILIMANJARO,TANZANIA,894,-3.429,37.074,638,780800
FIH,KINSHASA NDJILI INTERNATIONAL,KINSHASA,ZAIRE,314,-4.386,15.444,639,773338
MLX,ERHAC,MALATYA,TURKEY,862,38.436,38.092,640,767701
AZD,YAZD SHAHID SADOOGHI,YAZD,IRAN,1236,31.905,54.276,641,764074
MMB,MEMANBETSU,MEMANBETSU,JAPAN,42,43.881,144.164,642,757103
ROS,ROSARIO,ROSARIO,ARGENTINA,26,-32.903,-60.784,643,747571
BTJ,SULTAN ISKANDARMUDA,BANDA ACEH,INDONESIA,20,5.523,95.42,644,741438
PAD,PADERBORN LIPPSTADT,PADERBORN,GERMANY,214,51.614,8.616,645,738474
TOY,TOYAMA,TOYAMA,JAPAN,29,36.648,137.187,646,736740
BKS,PADANG KEMILING,BENGKULU,INDONESIA,16,-3.864,102.341,648,736315
SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,544,-20.816,-49.406,650,728162
REN,ORENBURG,ORENBURG,RUSSIA,118,51.796,55.457,651,714635
MFE,MC ALLEN MILLER INTERNATIONAL,MCALLEN,USA,33,26.176,-98.239,652,714067
UTP,U TAPHAO INTERNATIONAL,RAYONG,THAILAND,18,12.68,101.005,653,710000
TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,1005,14.061,-87.217,654,697925
TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,25,30.396,-84.35,656,692724
ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,5,16.757,-99.753,658,685124
NJC,NIZHNEVARTOVSK,NIZHNEVARTOVSK,RUSSIA,0,60.95,76.467,661,680577
AMA,AMARILLO INTERNATIONAL,AMARILLO,USA,1100,35.219,-101.706,662,679653
ASJ,AMAMI,AMAMI,JAPAN,9,28.431,129.712,663,676601
BHO,BHOPAL,BHOPAL,INDIA,524,23.285,77.337,664,676015
PLW,MUTIARA,PALU,INDONESIA,87,-0.918,119.909,666,672698
TPP,TARAPOTO,TARAPOTO,PERU,275,-6.509,-76.373,667,671576
YGJ,MIHO,MIHO,JAPAN,7,35.492,133.236,668,666445
KTA,KARRATHA,KARRATHA,AUSTRALIA,9,-20.712,116.773,669,659913
PKC,YELIZOVO,PETROPAVLOVSK,RUSSIA,40,53.166,158.453,671,658718
MGF,MARINGA,MARINGA,BRAZIL,559,-23.44,-51.907,672,658000
ABD,ABADAN,ABADAN,IRAN,4,30.365,48.233,675,644915
PKY,TJILIK RIWUT,PALANGKARAYA,INDONESIA,25,-2.225,113.943,676,642330
ROK,ROCKHAMPTON,ROCKHAMPTON,AUSTRALIA,11,-23.382,150.475,677,634913
TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,55,38.764,-27.093,678,631236
PMR,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,47,-40.321,175.617,680,630000
BUZ,BUSHEHR,BUSHEHR,IRAN,22,28.945,50.834,682,625976
VGA,VIJAYAWADA,VIJAYAWADA,INDIA,24,16.53,80.797,684,622354
ISP,LONG ISLAND MAC ARTHUR,ISLIP,USA,31,40.795,-73.1,685,620000
CRD,COMODORO RIVADAVIA,COMODORO RIVADAVIA,ARGENTINA,58,-45.785,-67.466,686,618257
HRE,HARARE INTERNATIONAL,HARARE,ZIMBABWE,1490,-17.932,31.093,687,612208
TNR,ANTANANARIVO IVATO,ANTANANARIVO,MADAGASCAR,1280,-18.797,47.479,688,611175
VOZ,CHERTOVITSKOYE,VORONEZH,RUSSIA,157,51.814,39.23,689,606697
OBO,OBIHIRO,OBIHIRO,JAPAN,154,42.733,143.217,690,605703
IOS,ILHEUS,ILHEUS,BRAZIL,5,-14.816,-39.033,691,596351
PUY,PULA,PULA,CROATIA,85,44.893,13.922,692,595812
LBU,LABUAN,LABUAN,MALAYSIA,31,5.301,115.25,693,595290
ZAD,ZADAR,ZADAR,CROATIA,89,44.108,15.347,694,589841
NBC,BEAUFORT MCAS,BEAUFORT,USA,11,32.477,-80.723,695,587775
ASP,ALICE SPRINGS,ALICE SPRINGS,AUSTRALIA,546,-23.807,133.902,696,582755
ASF,ASTRAKHAN,ASTRAKHAN,RUSSIA,-19,46.283,48.006,697,582302
MCP,MACAPA,MACAPA,BRAZIL,18,0.051,-51.072,698,576257
LGP,PAGADIAN,LEGAZPI,PHILIPPINES,2,7.828,123.46,700,564372
IXL,LEH,LEH,INDIA,3256,34.136,77.546,701,563800
TRU,CAPITAN CARLOS MARTINEZ DE PINILLOS,TRUJILLO,PERU,23,-8.085,-79.109,702,560922
TUC,TENIENTE BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,456,-26.841,-65.105,704,556834
ZAH,ZAHEDAN INTERNATIONAL,ZAHEDAN,IRAN,1378,29.476,60.906,705,554683
DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,5,9.334,123.302,706,546276
USN,ULSAN,ULSAN,KOREA,14,35.593,129.352,707,545321
VAS,SIVAS,SIVAS,TURKEY,1596,39.814,36.903,711,533278
BAX,BARNAUL,BARNAUL,RUSSIA,256,53.364,83.542,712,521600
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,417,47.671,9.511,713,517209
CIX,CAPT JOSE ABELARDO QUINONES GONZALES,CHICLAYO,PERU,29,-6.787,-79.828,714,516589
JOI,JOINVILLE,JOINVILLE,BRAZIL,5,-26.225,-48.797,715,515832
DNZ,CARDAK,DENIZLI,TURKEY,852,37.785,29.701,717,509047
COO,COTONOU CADJEHOUN,COTONOU,BENIN,6,6.357,2.384,718,503633
RSU,YEOSU,YEOSU,KOREA,21,34.84,127.615,719,503371
PCL,CAP FAP DAVID AVENZUR RENGIFO,PUCALLPA,PERU,157,-8.378,-74.574,720,499800
PHS,PHITSANULOK,PHITSANULOK,THAILAND,45,16.783,100.279,723,492117
TIR,TIRUPATI,TIRUPETI,INDIA,104,13.632,79.543,724,486029
PNZ,PETROLINA,PETROLINA,BRAZIL,385,-9.364,-40.564,725,485495
MKW,RENDANI,MANOKWARI,INDONESIA,5,-0.88,134.05,727,479889
RKT,RAS AL KHAIMAH INTERNATIONAL,RAS AL KHAIMAH,UNITED ARAB EMIRATES,32,25.613,55.939,728,471432
PHE,PORT HEDLAND INTERNATIONAL,PORT HEDLAND,AUSTRALIA,11,-20.378,118.626,729,470741
BRQ,TURANY,TURANY,CZECH REPUBLIC,237,49.151,16.694,730,470000
AAE,ANNABA,ANNABA,ALGERIA,5,36.822,7.809,732,466053
JUL,JULIACA,JULIACA,PERU,3825,-15.467,-70.158,733,462650
STM,SANTA MARIA,SANTAREM,BRAZIL,88,-29.711,-53.688,734,452966
SCW,SYKTYVKAR,SYKTYVKAR,RUSSIA,105,61.648,50.846,736,451187
HME,OUED IRARA,HASSI-MESSAOUD,ALGERIA,142,31.673,6.14,737,450929
RAS,RASHT,RASHT,IRAN,-12,37.325,49.606,738,446576
MWZ,MWANZA,MWANZA,TANZANIA,1147,-2.444,32.932,739,444215
ZAZ,ZARAGOZA AB,ZARAGOZA,SPAIN,264,41.666,-1.041,741,438035
PKN,ISKANDAR,PANGKALAN BUN,INDONESIA,23,-2.705,111.673,743,436264
GNV,GAINESVILLE RGNL,GAINESVILLE,USA,47,29.69,-82.272,744,436184
NPL,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND,30,-39.009,174.179,745,435000
TIM,MOSES KILANGIN,TIMIKA,INDONESIA,32,-4.528,136.887,747,429774
TJQ,H AS HANANDJOEDDIN,TANJUNG PANDAN,INDONESIA,50,-2.746,107.755,749,421211
BHI,COMANDANTE ESPORA,BAHIA BLANCA,ARGENTINA,75,-38.725,-62.169,751,410415
RAJ,RAJKOT,RAJKOT,INDIA,135,22.309,70.779,752,405518
BQS,IGNATYEVO,BLAGOVESCHENSK,RUSSIA,196,50.422,127.41,754,405000
SCN,SAARBRUCKEN,SAARBRUECKEN,GERMANY,323,49.214,7.109,755,396849
HNA,HANAMAKI,HANAMAKI,JAPAN,91,39.431,141.136,756,395647
KAN,KANO MALLAM AMINU INTERNATIONAL,KANO,NIGERIA,478,12.047,8.524,757,389530
GTO,JALALUDDIN,GORONTALO,INDONESIA,18,0.637,122.852,759,381082
HTA,KADALA,CHITA,RUSSIA,692,52.026,113.305,760,380500
KOP,NAKHON PHANOM,NAKHON PHANOM,THAILAND,138,17.412,104.777,762,372026
RTB,ROATAN,ROATAN,HONDURAS,6,16.317,-86.522,763,371657
TNN,TAINAN,TAINAN,TAIWAN,20,22.95,120.206,765,367124
TTJ,TOTTORI,TOTTORI,JAPAN,20,35.53,134.166,766,366925
BIK,FRANS KAISIEPO,BIAK,INDONESIA,15,-1.19,136.108,768,361410
STW,SHPAKOVSKOYE,STAVROPOL,RUSSIA,453,45.109,42.113,770,356253
CFS,COFFS HARBOUR,COFF'S HARBOUR,AUSTRALIA,6,-30.321,153.116,771,354212
ENU,ENUGU,ENUGU,NIGERIA,143,6.474,7.562,772,352820
TRG,TAURANGA,TAURANGA,NEW ZEALAND,4,-37.672,176.196,774,350085
SOQ,JEFMAN,SORONG,INDONESIA,4,-0.926,131.12,776,347355
SNO,SAKON NAKHON,SAKON NAKHON,THAILAND,162,17.195,104.119,777,346351
RBR,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL,194,-9.869,-67.894,778,345079
TTE,BABULLAH,TERNATE,INDONESIA,15,0.832,127.381,780,342313
VFA,VICTORIA FALLS INTERNATIONAL,VICTORIA FALLS,ZIMBABWE,1064,-18.096,25.839,781,341196
IXU,AURANGABAD,AURANGABAD,INDIA,583,19.863,75.398,783,326971
MLN,MELILLA,MELILLA,SPANISH NORTH AFRICA,48,35.28,-2.956,784,324366
OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,258,49.696,18.111,785,324116
DAV,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,28,8.391,-82.435,786,323465
HLZ,HAMILTON,HAMILTON,NEW ZEALAND,53,-37.866,175.332,789,317348
RES,RESISTENCIA,RESISTENCIA,ARGENTINA,54,-27.45,-59.056,790,316290
BHE,WOODBOURNE,WOODBOURNE,NEW ZEALAND,34,-41.518,173.87,795,302884
WIL,NAIROBI WILSON,NAIROBI,KENYA,1688,-1.322,36.815,796,302194
SWF,STEWART INTERNATIONAL,NEWBURGH,USA,150,41.504,-74.105,797,302000
TTT,FENGNIN,FENGNIN,TAIWAN,44,22.757,121.093,799,300432
MKQ,MOPAH,MERAUKE,INDONESIA,4,-8.52,140.418,800,300332
IMP,IMPERATRIZ,IMPERATRIZ,BRAZIL,132,-5.531,-47.46,801,300023
REL,ALMIRANTE ZAR,TRELEW,ARGENTINA,43,-43.21,-65.27,802,298946
ERC,ERZINCAN,ERZINCAN,TURKEY,1154,39.71,39.526,804,296284
BJA,SOUMMAM,BEJAJA,ALGERIA,7,36.712,5.07,805,294933
IVC,INVERCARGILL,INVERCARGILL,NEW ZEALAND,2,-46.412,168.313,806,294832
RGL,RIO GALLEGOS,RIO GALLEGOS,ARGENTINA,19,-51.609,-69.313,809,255982
MKK,MOLOKAI,MOLOKAI,USA,139,21.153,-157.096,810,290588
LPT,LAMPANG,LAMPANG,THAILAND,247,18.272,99.504,811,290420
MDQ,MAR DEL PLATA,MAR DEL PLATA,ARGENTINA,23,-37.934,-57.573,812,285289
BVB,BOA VISTA,BOA VISTA,BRAZIL,85,2.846,-60.69,813,283699
ERF,ERFURT,ERFURT,GERMANY,316,50.98,10.958,814,282731
EAS,SAN SEBASTIAN,SAN SEBASTIAN,SPAIN,5,43.356,-1.791,815,281859
PPP,PROSERPINE WHITSUNDAY COAST,PROSSERPINE,AUSTRALIA,25,-20.495,148.552,816,280848
MAB,MARABA,MARABA,BRAZIL,109,-5.368,-49.138,817,280174
MOC,MONTES CLAROS,MONTES CLAROS,BRAZIL,668,-16.707,-43.819,818,280022
TNJ,KIJANG,TANJUNG PINANG,INDONESIA,18,0.922,104.532,819,274509
IPH,SULTAN AZLAN SHAH,IPOH,MALAYSIA,40,4.568,101.092,820,274146
NKT,CHERRY POINT MCAS,CHERRY POINT,USA,9,34.902,-76.881,821,272576
UUD,MUKHINO,ULAN-UDE,RUSSIA,516,51.807,107.438,822,269700
KEJ,KEMEROVO,KEMOROVO,RUSSIA,264,55.27,86.107,823,268560
KIS,KISUMU,KISUMU,KENYA,1209,-0.086,34.729,825,267379
JUJ,JUJUY,JUJUY,ARGENTINA,921,-24.393,-65.098,826,264819
RJA,RAJAHMUNDRY,RAJAHMUNDRY,INDIA,45,17.109,81.818,827,261348
LOE,LOEI,LOEI,THAILAND,263,17.439,101.722,828,261274
COT,COTULLA LA SALLE CO,COTULLA,USA,146,28.458,-99.22,830,258529
PPB,PRESIDENTE PRUDENTE,PRESIDENT PRUDENTE,BRAZIL,451,-22.175,-51.424,831,256883
MSJ,MISAWA AB,MISAWA,JAPAN,37,40.703,141.368,832,252616
TSJ,TSUSHIMA,TSUSHIMA,JAPAN,65,34.285,129.33,834,250194
FEN,FERNANDO DE NORONHA,FERNANDO DO NORONHA,BRAZIL,55,-3.855,-32.423,836,248248
ABX,ALBURY,ALBURY,AUSTRALIA,165,-36.068,146.958,837,244611
NAW,NARATHIWAT,NARATHIWAT,THAILAND,6,6.52,101.743,839,241721
KUA,KUANTAN,KUANTAN,MALAYSIA,18,3.775,103.209,840,241314
ROT,ROTORUA,ROTORUA,NEW ZEALAND,285,-38.109,176.317,841,241303
UEO,KUMEJIMA,KUMEJIMA,JAPAN,8,26.363,126.714,844,238875
AJL,AIZAWL,AIZWAL,INDIA,306,23.746,92.803,846,235613
PLU,PAMPULHA,BELO HORIZONTE,BRAZIL,790,-19.852,-43.95,847,234675
IAG,NIAGARA FALLS INTERNATIONAL,NIAGARA FALLS,USA,180,43.107,-78.946,848,233302
PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,10,8.973,-79.556,852,230000
KGI,KALGOORLIE BOULDER,KALGOORLIE,AUSTRALIA,367,-30.789,121.462,854,227946
GNS,BINAKA,GUNUNG SITOLI,INDONESIA,7,1.166,97.703,856,225147
UAQ,SAN JUAN,SAN JULIAN,ARGENTINA,598,-31.571,-68.418,858,217712
IXS,SILCHAR,SILCHAR,INDIA,108,24.913,92.979,861,212228
PSS,POSADAS,POSADAS,ARGENTINA,131,-27.386,-55.971,863,211581
WGA,WAGGA WAGGA,WAGGA WAGGA,AUSTRALIA,221,-35.165,147.466,864,209671
ISA,MOUNT ISA,MOUNT ISA,AUSTRALIA,342,-20.664,139.489,866,208395
ENE,H HASAN AROEBOESMAN,ENDE,INDONESIA,15,-8.849,121.662,867,208284
WMX,WAMENA,WAMENA,INDONESIA,1550,-4.096,138.952,872,201710
LBJ,MUTIARA II,LABUHAN BAJO,INDONESIA,21,-8.486,119.889,874,200212
BAL,BATMAN,BATMAN,TURKEY,556,37.929,41.116,877,197301
CBQ,CALABAR,CALABAR,NIGERIA,65,4.976,8.347,880,189908
ABA,ABAKAN,ABAKAN,RUSSIA,254,53.74,91.385,882,188786
DBO,DHANBAD,DHANBAD,INDIA,259,23.834,86.425,883,188736
DBO,DUBBO,DUBBO,AUSTRALIA,285,-32.217,148.575,883,188736
HUN,HUALIEN,HUALIEN,TAIWAN,16,24.023,121.618,888,184347
BRO,BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL,BROWNSVILLE,USA,7,25.907,-97.426,889,183604
PXO,PORTO SANTO,PORTO SANTO,MADEIRA,104,33.073,-16.35,891,175300
LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15,15.742,-86.853,897,165802
NIM,DIORI HAMANI,NIAMEY,NIGER,224,13.481,2.184,899,165000
RJK,RIJEKA,RIJEKA,CROATIA,85,45.217,14.57,901,160000
FXE,FORT LAUDERDALE EXECUTIVE,FORT LAUDERDALE,USA,5,26.197,-80.171,902,159999
KTG,RAHADI USMAN,KETAPANG,INDONESIA,15,-1.816,109.963,903,156577
TMW,TAMWORTH,TAMWORTH,AUSTRALIA,407,-31.084,150.847,906,153838
PEZ,PLEASANTON MUNI,PENZA,RUSSIA,132,28.954,-98.52,907,152758
RGA,RIO GRANDE,RIO GRANDE,ARGENTINA,21,-53.777,-67.749,909,150849
MZH,MERZIFON,MERZIFON,TURKEY,545,40.829,35.522,911,146707
ARK,ARUSHA,ARUSHA,TANZANIA,1387,-3.368,36.633,913,142224
LDU,LAHAD DATU,LAHAD DATU,MALAYSIA,14,5.032,118.324,914,140077
TLM,ZENATA,TLEMCEN,ALGERIA,249,35.017,-1.45,915,137907
BMU,MUHAMMAD SALAHUDDIN,BIMA,INDONESIA,22,-8.539,118.687,917,134977
MQF,MAGNITOGORSK,MAGNETIOGORSK,RUSSIA,436,53.393,58.76,919,127662
WJR,WAJIR,WAJIR,KENYA,235,1.733,40.091,921,123000
BTK,BRATSK,BRATSK,RUSSIA,492,56.371,101.699,924,117789
LRD,LAREDO INTERNATIONAL,LAREDO,USA,155,27.544,-99.461,926,116565
EDL,ELDORET INTERNATIONAL,ELDORET,KENYA,2116,0.404,35.238,928,111250
FMA,FORMOSA,FORMOSA,ARGENTINA,60,-26.212,-58.228,929,106527
PRA,GENERAL URQUIZA,PARANA,ARGENTINA,75,-31.795,-60.48,930,106054
CPC,AVIADOR C CAMPOS,SAN MARTIN DES ANDES,ARGENTINA,784,-40.075,-71.137,931,104695
PMY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA,136,-42.759,-65.102,932,104315
CNQ,CORRIENTES,CORRIENTES,ARGENTINA,62,-27.445,-58.762,934,102977
SJT,SAN ANGELO RGNL MATHIS FLD,SAN ANGELO,USA,585,31.358,-100.496,936,102079
SDE,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,ARGENTINA,200,-27.766,-64.31,937,98827
BSK,BISKRA,BISKRA,ALGERIA,89,34.793,5.738,939,93644
AZR,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,ADRAR,ALGERIA,281,27.837,-0.186,942,92197
SRI,TEMINDUNG,SAMARINDA,INDONESIA,11,-0.484,117.157,943,91849
LUQ,SAN LUIS,SAN LUIS,ARGENTINA,710,-33.273,-66.356,944,90926
PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,226,50.013,15.739,947,88490
MFK,MAFIKENG NORTH,MAFIKENG,SOUTH AFRICA,1265,-25.753,25.612,954,79850
CYI,CHIAYI,CHIAYI,TAIWAN,26,23.462,120.393,955,78826
KNX,KUNUNURRA,KUNUNURRA,AUSTRALIA,45,-15.778,128.707,958,77415
IRJ,LA RIOJA,LA RIOJA,ARGENTINA,438,-29.381,-66.796,960,75469
JHM,KAPALUA,LAHANIA-KAPALUA,USA,79,20.963,-156.674,961,75295
PRH,PHRAE,PHRAE,THAILAND,164,18.132,100.164,964,72274
TMR,TAMANRASSET,TAMANRASSET,ALGERIA,1378,22.811,5.451,965,70515
KPO,POHANG,POHANG,KOREA,22,35.988,129.42,966,68226
LNY,LANAI,LANAI,USA,399,20.786,-156.951,967,64483
CTC,CATAMARCA,CATAMARCA,ARGENTINA,464,-28.596,-65.752,969,64007
EQS,ESQUEL,ESQUEL,ARGENTINA,788,-42.908,-71.139,970,60092
MKZ,MALACCA,MALACCA,MALAYSIA,11,2.263,102.251,972,58703
AFA,SAN RAFAEL,SAN RAFAEL,ARGENTINA,753,-34.588,-68.403,973,56905
RCU,RIO CUARTO AREA DE MATERIAL,RIO CUARTO,ARGENTINA,421,-33.086,-64.261,974,56844
CLL,EASTERWOOD FLD,COLLEGE STATION,USA,98,30.588,-96.364,979,53557
RSA,SANTA ROSA,SANTA ROSA,ARGENTINA,193,-36.588,-64.275,982,49109
SJI,ANTIQUE,SAN JOSE,PHILIPPINES,8,10.766,121.932,983,49010
KYD,LANYU,LANYU,TAIWAN,2,22.029,121.527,984,47406
GHA,NOUMERATE,GHARDAIA,ALGERIA,461,32.384,3.794,985,45794
SFN,SAUCE VIEJO,SANTA FE,ARGENTINA,18,-31.712,-60.812,988,37725
VDM,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA,7,-40.869,-63,989,36327
